purchase_order_item_id,purchase_order_id,line_number,product_id,purchase_uom_id,ordered_pac_quantity,ordered_base_quantity,unit_cost,notes,created_date,created_by,updated_date,updated_by
5852,1337,3,1372,6,2.0,100.0,10490.99,,2026-06-16 08:00:00,system,2026-06-16 08:00:00,system
5853,1337,4,1362,6,39.0,39.0,331.41,,2026-06-16 08:00:00,system,2026-06-16 08:00:00,system
5854,1337,5,1156,1,6.0,6000.0,128.76,,2026-06-16 08:00:00,system,2026-06-16 08:00:00,system
5855,1338,1,1410,6,24.0,360.0,2980.09,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
5856,1338,2,1222,6,48.0,144.0,424.01,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
5857,1338,3,299,6,4.0,840.0,47223.27,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
5858,1338,4,490,1,2.0,2000.0,197.34,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
5859,1338,5,210,6,25.0,500.0,4849.33,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
5860,1338,6,1385,6,35.0,1050.0,6489.64,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
5861,1338,7,123,6,2.0,110.0,13053.88,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
5862,1338,8,911,6,28.0,560.0,3986.58,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
5863,1338,9,1428,1,2.0,2000.0,181.89,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
5864,1338,10,757,1,4.0,4000.0,196.92,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
5865,1338,11,976,6,14.0,70.0,1777.17,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
5866,1338,12,9,6,8.0,400.0,11568.43,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
5867,1339,1,1189,6,10.0,200.0,3451.53,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
5868,1339,2,580,6,5.0,50.0,2328.93,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
5869,1340,1,711,6,10.0,200.0,3600.87,,2026-06-18 08:00:00,system,2026-06-18 08:00:00,system
5870,1340,2,31,6,56.0,67.2,270.97,,2026-06-18 08:00:00,system,2026-06-18 08:00:00,system
5871,1340,3,1307,1,4.0,8000.0,280.65,,2026-06-18 08:00:00,system,2026-06-18 08:00:00,system
5872,1340,4,822,6,12.0,60.0,1090.74,,2026-06-18 08:00:00,system,2026-06-18 08:00:00,system
5873,1340,5,1159,6,55.0,275.0,665.48,,2026-06-18 08:00:00,system,2026-06-18 08:00:00,system
5874,1341,1,1490,6,72.0,216.0,714.46,,2026-04-11 08:00:00,system,2026-04-11 08:00:00,system
5875,1341,2,228,6,10.0,500.0,12813.06,,2026-04-11 08:00:00,system,2026-04-11 08:00:00,system
5876,1341,3,1421,6,54.0,162.0,677.75,,2026-04-11 08:00:00,system,2026-04-11 08:00:00,system
5877,1341,4,616,6,15.0,2700.0,37553.88,,2026-04-11 08:00:00,system,2026-04-11 08:00:00,system
5878,1342,1,1410,6,18.0,270.0,2980.09,,2026-02-27 08:00:00,system,2026-02-27 08:00:00,system
5879,1342,2,501,6,4.0,220.0,10777.0,,2026-02-27 08:00:00,system,2026-02-27 08:00:00,system
5880,1343,1,590,1,2.0,2000.0,169.95,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
5881,1344,1,155,6,10.0,500.0,12213.77,,2026-01-02 08:00:00,system,2026-01-02 08:00:00,system
5882,1344,2,414,6,35.0,1050.0,6271.93,,2026-01-02 08:00:00,system,2026-01-02 08:00:00,system
5883,1345,1,945,6,65.0,195.0,647.19,,2026-05-24 08:00:00,system,2026-05-24 08:00:00,system
5884,1345,2,166,6,21.0,315.0,3427.67,,2026-05-24 08:00:00,system,2026-05-24 08:00:00,system
5885,1345,3,389,6,18.0,360.0,4318.22,,2026-05-24 08:00:00,system,2026-05-24 08:00:00,system
5886,1345,4,477,6,12.0,12.0,226.14,,2026-05-24 08:00:00,system,2026-05-24 08:00:00,system
5887,1346,1,487,6,2.0,110.0,12157.62,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
5888,1346,2,315,6,2.0,110.0,12333.5,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
5889,1346,3,1336,6,28.0,28.0,319.9,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
5890,1346,4,877,1,4.0,8000.0,196.31,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
5891,1346,5,67,6,25.0,625.0,5931.82,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
5892,1346,6,265,6,21.0,630.0,7230.93,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
5893,1346,7,73,6,12.0,180.0,3559.06,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
5894,1346,8,994,6,22.0,110.0,1872.25,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
5895,1346,9,1095,6,44.0,44.0,340.45,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
5896,1347,1,160,6,24.0,19.2,191.91,,2026-03-03 08:00:00,system,2026-03-03 08:00:00,system
5897,1348,1,250,6,60.0,72.0,308.67,,2026-02-18 08:00:00,system,2026-02-18 08:00:00,system
5898,1348,2,499,6,28.0,700.0,6255.66,,2026-02-18 08:00:00,system,2026-02-18 08:00:00,system
5899,1348,3,211,6,8.0,200.0,6739.4,,2026-02-18 08:00:00,system,2026-02-18 08:00:00,system
5900,1348,4,651,6,16.0,480.0,5892.68,,2026-02-18 08:00:00,system,2026-02-18 08:00:00,system
5901,1348,5,468,6,24.0,480.0,4604.05,,2026-02-18 08:00:00,system,2026-02-18 08:00:00,system
5902,1349,1,1222,6,48.0,144.0,424.01,,2026-04-03 08:00:00,system,2026-04-03 08:00:00,system
5903,1349,2,109,6,10.0,1800.0,41321.67,,2026-04-03 08:00:00,system,2026-04-03 08:00:00,system
5904,1349,3,991,6,14.0,7.0,172.97,,2026-04-03 08:00:00,system,2026-04-03 08:00:00,system
5905,1350,1,883,6,6.0,150.0,5272.56,,2026-01-19 08:00:00,system,2026-01-19 08:00:00,system
5906,1351,1,1029,6,22.0,22.0,364.86,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
5907,1351,2,374,6,12.0,240.0,4866.98,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
5908,1352,1,141,6,6.0,330.0,14987.42,,2026-01-17 08:00:00,system,2026-01-17 08:00:00,system
5909,1352,2,875,1,8.0,4000.0,217.78,,2026-01-17 08:00:00,system,2026-01-17 08:00:00,system
5910,1352,3,348,1,6.0,6000.0,209.84,,2026-01-17 08:00:00,system,2026-01-17 08:00:00,system
5911,1352,4,438,6,8.0,400.0,12164.9,,2026-01-17 08:00:00,system,2026-01-17 08:00:00,system
5912,1352,5,170,6,8.0,400.0,13492.28,,2026-01-17 08:00:00,system,2026-01-17 08:00:00,system
5913,1352,6,1432,6,35.0,350.0,2277.32,,2026-01-17 08:00:00,system,2026-01-17 08:00:00,system
5914,1353,1,1481,6,28.0,700.0,5884.73,,2026-06-10 08:00:00,system,2026-06-10 08:00:00,system
5915,1353,2,784,1,4.0,2000.0,220.12,,2026-06-10 08:00:00,system,2026-06-10 08:00:00,system
5916,1353,3,898,6,14.0,350.0,6176.09,,2026-06-10 08:00:00,system,2026-06-10 08:00:00,system
5917,1354,1,386,6,35.0,175.0,1282.27,,2026-03-22 08:00:00,system,2026-03-22 08:00:00,system
5918,1354,2,958,1,2.0,4000.0,206.71,,2026-03-22 08:00:00,system,2026-03-22 08:00:00,system
5919,1354,3,862,1,2.0,2000.0,205.38,,2026-03-22 08:00:00,system,2026-03-22 08:00:00,system
5920,1354,4,319,6,39.0,31.2,187.54,,2026-03-22 08:00:00,system,2026-03-22 08:00:00,system
5921,1355,1,410,6,24.0,240.0,2435.25,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
5922,1356,1,1361,1,3.0,6000.0,292.58,,2026-04-25 08:00:00,system,2026-04-25 08:00:00,system
5923,1356,2,434,6,12.0,180.0,3222.34,,2026-04-25 08:00:00,system,2026-04-25 08:00:00,system
5924,1356,3,1312,6,4.0,720.0,52941.25,,2026-04-25 08:00:00,system,2026-04-25 08:00:00,system
5925,1356,4,144,1,2.0,2000.0,221.92,,2026-04-25 08:00:00,system,2026-04-25 08:00:00,system
5926,1356,5,884,6,15.0,450.0,6138.71,,2026-04-25 08:00:00,system,2026-04-25 08:00:00,system
5927,1356,6,1364,6,7.0,140.0,6236.45,,2026-04-25 08:00:00,system,2026-04-25 08:00:00,system
5928,1356,7,927,6,28.0,840.0,6307.09,,2026-04-25 08:00:00,system,2026-04-25 08:00:00,system
5929,1356,8,1093,6,23.0,9.2,141.64,,2026-04-25 08:00:00,system,2026-04-25 08:00:00,system
5930,1357,1,900,6,8.0,400.0,10699.01,,2026-03-31 08:00:00,system,2026-03-31 08:00:00,system
5931,1357,2,1291,1,2.0,2000.0,278.46,,2026-03-31 08:00:00,system,2026-03-31 08:00:00,system
5932,1357,3,351,1,4.0,4000.0,196.87,,2026-03-31 08:00:00,system,2026-03-31 08:00:00,system
5933,1358,1,1097,6,30.0,150.0,1979.21,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
5934,1358,2,333,1,8.0,8000.0,206.08,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
5935,1358,3,1231,6,30.0,300.0,1583.64,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
5936,1359,1,742,6,10.0,500.0,9412.8,,2026-02-14 08:00:00,system,2026-02-14 08:00:00,system
5937,1359,2,790,6,5.0,75.0,3001.61,,2026-02-14 08:00:00,system,2026-02-14 08:00:00,system
5938,1359,3,1432,6,6.0,60.0,2118.29,,2026-02-14 08:00:00,system,2026-02-14 08:00:00,system
5939,1359,4,572,6,2.0,110.0,10819.1,,2026-02-14 08:00:00,system,2026-02-14 08:00:00,system
5940,1359,5,265,6,35.0,1050.0,7230.93,,2026-02-14 08:00:00,system,2026-02-14 08:00:00,system
5941,1360,1,1003,6,28.0,56.0,735.11,,2026-04-29 08:00:00,system,2026-04-29 08:00:00,system
5942,1360,2,764,6,6.0,150.0,4951.91,,2026-04-29 08:00:00,system,2026-04-29 08:00:00,system
5943,1360,3,1283,1,2.0,2000.0,274.32,,2026-04-29 08:00:00,system,2026-04-29 08:00:00,system
5944,1361,1,526,6,32.0,800.0,4946.09,,2026-06-02 08:00:00,system,2026-06-02 08:00:00,system
5945,1362,1,542,6,10.0,500.0,9083.41,,2026-02-04 08:00:00,system,2026-02-04 08:00:00,system
5946,1363,1,580,6,8.0,80.0,2062.67,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
5947,1363,2,48,6,14.0,70.0,1269.0,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
5948,1363,3,871,6,12.0,600.0,11956.89,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
5949,1363,4,1426,6,4.0,840.0,43978.97,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
5950,1363,5,95,6,1.0,210.0,49149.28,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
5951,1363,6,1090,6,12.0,600.0,18443.93,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
5952,1363,7,58,1,3.0,3000.0,235.58,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
5953,1363,8,38,6,14.0,420.0,7558.39,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
5954,1364,1,36,6,28.0,560.0,4981.43,,2026-06-06 08:00:00,system,2026-06-06 08:00:00,system
5955,1364,2,50,6,7.0,105.0,3884.09,,2026-06-06 08:00:00,system,2026-06-06 08:00:00,system
5956,1364,3,603,6,3.0,630.0,39194.58,,2026-06-06 08:00:00,system,2026-06-06 08:00:00,system
5957,1364,4,996,6,15.0,270.0,6942.7,,2026-06-06 08:00:00,system,2026-06-06 08:00:00,system
5958,1364,5,534,1,2.0,4000.0,203.45,,2026-06-06 08:00:00,system,2026-06-06 08:00:00,system
5959,1365,1,311,6,15.0,300.0,4582.83,,2026-05-06 08:00:00,system,2026-05-06 08:00:00,system
5960,1366,1,1065,6,100.0,40.0,135.46,,2026-05-28 08:00:00,system,2026-05-28 08:00:00,system
5961,1366,2,738,6,7.0,105.0,2824.91,,2026-05-28 08:00:00,system,2026-05-28 08:00:00,system
5962,1366,3,944,1,2.0,4000.0,200.41,,2026-05-28 08:00:00,system,2026-05-28 08:00:00,system
5963,1366,4,939,6,8.0,440.0,11806.11,,2026-05-28 08:00:00,system,2026-05-28 08:00:00,system
5964,1366,5,1104,6,48.0,48.0,357.11,,2026-05-28 08:00:00,system,2026-05-28 08:00:00,system
5965,1366,6,435,6,20.0,400.0,4427.91,,2026-05-28 08:00:00,system,2026-05-28 08:00:00,system
5966,1366,7,1154,6,4.0,220.0,7517.62,,2026-05-28 08:00:00,system,2026-05-28 08:00:00,system
5967,1366,8,445,6,56.0,67.2,263.13,,2026-05-28 08:00:00,system,2026-05-28 08:00:00,system
5968,1367,1,1196,6,14.0,140.0,1632.9,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
5969,1367,2,347,6,2.0,420.0,50236.41,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
5970,1367,3,807,6,39.0,117.0,719.77,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
5971,1367,4,948,6,24.0,360.0,3409.28,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
5972,1367,5,934,6,21.0,315.0,3579.33,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
5973,1368,1,224,6,10.0,150.0,3660.58,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
5974,1368,2,610,6,25.0,375.0,2795.21,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
5975,1368,3,957,1,2.0,2000.0,195.98,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
5976,1368,4,165,6,7.0,70.0,2379.93,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
5977,1368,5,906,1,4.0,8000.0,184.92,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
5978,1369,1,1277,6,12.0,12.0,319.48,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
5979,1369,2,380,6,4.0,840.0,44913.56,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
5980,1369,3,46,6,28.0,33.6,299.23,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
5981,1369,4,754,6,4.0,720.0,35356.49,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
5982,1369,5,1062,6,8.0,144.0,6583.55,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
5983,1369,6,371,6,6.0,30.0,1182.94,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
5984,1370,1,1286,6,12.0,60.0,1663.88,,2026-02-01 08:00:00,system,2026-02-01 08:00:00,system
5985,1370,2,1321,6,10.0,550.0,16614.44,,2026-02-01 08:00:00,system,2026-02-01 08:00:00,system
5986,1371,1,553,6,7.0,105.0,3125.67,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
5987,1371,2,824,6,35.0,525.0,3384.19,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
5988,1371,3,228,6,10.0,500.0,12813.06,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
5989,1371,4,437,6,21.0,630.0,7088.08,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
5990,1371,5,1422,6,16.0,80.0,1217.21,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
5991,1371,6,169,6,24.0,720.0,8232.15,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
5992,1371,7,1496,6,24.0,720.0,7361.34,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
5993,1371,8,1107,6,20.0,200.0,4075.44,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
5994,1371,9,1157,6,80.0,80.0,154.66,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
5995,1371,10,1264,6,8.0,440.0,8886.96,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
5996,1371,11,336,6,15.0,18.0,296.71,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
5997,1372,1,435,6,25.0,500.0,4427.91,,2026-04-09 08:00:00,system,2026-04-09 08:00:00,system
5998,1372,2,49,6,35.0,350.0,2440.13,,2026-04-09 08:00:00,system,2026-04-09 08:00:00,system
5999,1372,3,261,6,20.0,200.0,2365.09,,2026-04-09 08:00:00,system,2026-04-09 08:00:00,system
6000,1372,4,1018,6,140.0,56.0,148.68,,2026-04-09 08:00:00,system,2026-04-09 08:00:00,system
6001,1372,5,816,6,2.0,360.0,33883.06,,2026-04-09 08:00:00,system,2026-04-09 08:00:00,system
6002,1373,1,1130,6,12.0,120.0,3468.97,,2026-04-19 08:00:00,system,2026-04-19 08:00:00,system
6003,1373,2,674,6,21.0,525.0,4869.56,,2026-04-19 08:00:00,system,2026-04-19 08:00:00,system
6004,1373,3,1456,6,12.0,180.0,3052.87,,2026-04-19 08:00:00,system,2026-04-19 08:00:00,system
6005,1373,4,1167,6,26.0,130.0,728.22,,2026-04-19 08:00:00,system,2026-04-19 08:00:00,system
6006,1374,1,306,6,11.0,13.2,275.48,,2026-05-25 08:00:00,system,2026-05-25 08:00:00,system
6007,1375,1,1240,6,14.0,280.0,3156.85,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
6008,1375,2,1177,6,75.0,75.0,148.78,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
6009,1375,3,336,6,80.0,96.0,274.38,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
6010,1376,1,1083,6,63.0,25.2,138.42,,2026-03-05 08:00:00,system,2026-03-05 08:00:00,system
6011,1376,2,1414,6,4.0,200.0,10557.57,,2026-03-05 08:00:00,system,2026-03-05 08:00:00,system
6012,1376,3,994,6,12.0,60.0,1862.99,,2026-03-05 08:00:00,system,2026-03-05 08:00:00,system
6013,1376,4,1484,6,10.0,550.0,11126.28,,2026-03-05 08:00:00,system,2026-03-05 08:00:00,system
6014,1376,5,1373,6,10.0,550.0,11677.26,,2026-03-05 08:00:00,system,2026-03-05 08:00:00,system
6015,1376,6,1239,6,12.0,120.0,1401.55,,2026-03-05 08:00:00,system,2026-03-05 08:00:00,system
6016,1376,7,974,6,65.0,65.0,359.86,,2026-03-05 08:00:00,system,2026-03-05 08:00:00,system
6017,1376,8,1078,6,56.0,280.0,1744.93,,2026-03-05 08:00:00,system,2026-03-05 08:00:00,system
6018,1377,1,662,6,20.0,300.0,2894.54,,2026-01-05 08:00:00,system,2026-01-05 08:00:00,system
6019,1377,2,844,6,10.0,1800.0,36991.77,,2026-01-05 08:00:00,system,2026-01-05 08:00:00,system
6020,1377,3,315,6,2.0,110.0,12333.5,,2026-01-05 08:00:00,system,2026-01-05 08:00:00,system
6021,1377,4,244,6,10.0,550.0,13747.11,,2026-01-05 08:00:00,system,2026-01-05 08:00:00,system
6022,1378,1,717,6,5.0,1050.0,37558.86,,2026-06-11 08:00:00,system,2026-06-11 08:00:00,system
6023,1378,2,1218,6,6.0,330.0,7496.63,,2026-06-11 08:00:00,system,2026-06-11 08:00:00,system
6024,1378,3,687,6,18.0,360.0,3911.69,,2026-06-11 08:00:00,system,2026-06-11 08:00:00,system
6025,1378,4,1332,1,6.0,6000.0,286.98,,2026-06-11 08:00:00,system,2026-06-11 08:00:00,system
6026,1378,5,475,1,8.0,8000.0,188.24,,2026-06-11 08:00:00,system,2026-06-11 08:00:00,system
6027,1378,6,690,6,2.0,100.0,9921.34,,2026-06-11 08:00:00,system,2026-06-11 08:00:00,system
6028,1378,7,1283,1,1.0,1000.0,274.32,,2026-06-11 08:00:00,system,2026-06-11 08:00:00,system
6029,1378,8,255,1,2.0,2000.0,225.92,,2026-06-11 08:00:00,system,2026-06-11 08:00:00,system
6030,1378,9,1444,6,60.0,180.0,605.05,,2026-06-11 08:00:00,system,2026-06-11 08:00:00,system
6031,1379,1,478,6,20.0,24.0,252.28,,2026-01-11 08:00:00,system,2026-01-11 08:00:00,system
6032,1379,2,1286,6,39.0,195.0,1507.89,,2026-01-11 08:00:00,system,2026-01-11 08:00:00,system
6033,1379,3,427,6,5.0,100.0,4603.03,,2026-01-11 08:00:00,system,2026-01-11 08:00:00,system
6034,1380,1,50,6,30.0,450.0,3669.56,,2026-02-28 08:00:00,system,2026-02-28 08:00:00,system
6035,1380,2,655,6,4.0,840.0,39192.59,,2026-02-28 08:00:00,system,2026-02-28 08:00:00,system
6036,1381,1,965,6,14.0,420.0,6958.94,,2026-06-13 08:00:00,system,2026-06-13 08:00:00,system
6037,1382,1,958,1,4.0,8000.0,182.62,,2026-05-21 08:00:00,system,2026-05-21 08:00:00,system
6038,1382,2,593,6,55.0,165.0,559.63,,2026-05-21 08:00:00,system,2026-05-21 08:00:00,system
6039,1382,3,1158,6,56.0,168.0,425.68,,2026-05-21 08:00:00,system,2026-05-21 08:00:00,system
6040,1383,1,759,6,55.0,165.0,603.19,,2026-02-25 08:00:00,system,2026-02-25 08:00:00,system
6041,1384,1,1299,1,1.0,2000.0,280.14,,2026-04-01 08:00:00,system,2026-04-01 08:00:00,system
6042,1384,2,287,6,24.0,24.0,241.88,,2026-04-01 08:00:00,system,2026-04-01 08:00:00,system
6043,1384,3,1288,6,6.0,330.0,17564.39,,2026-04-01 08:00:00,system,2026-04-01 08:00:00,system
6044,1385,1,618,1,4.0,2000.0,203.34,,2026-04-23 08:00:00,system,2026-04-23 08:00:00,system
6045,1385,2,115,6,56.0,168.0,840.49,,2026-04-23 08:00:00,system,2026-04-23 08:00:00,system
6046,1386,1,279,6,7.0,175.0,5692.58,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
6047,1386,2,606,1,1.0,2000.0,177.1,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
6048,1386,3,1423,6,30.0,300.0,2204.13,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
6049,1386,4,763,6,6.0,120.0,4175.98,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
6050,1386,5,1018,6,25.0,10.0,136.25,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
6051,1386,6,300,1,2.0,2000.0,226.64,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
6052,1386,7,1158,6,14.0,42.0,433.65,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
6053,1386,8,559,6,4.0,720.0,32402.99,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
6054,1386,9,951,6,25.0,750.0,6234.07,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
6055,1386,10,567,6,21.0,315.0,2681.15,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
6056,1386,11,594,6,7.0,35.0,915.41,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
6057,1386,12,1297,6,5.0,1050.0,65319.27,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
6058,1386,13,1170,6,2.0,110.0,7822.66,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
6059,1387,1,1306,1,6.0,6000.0,303.71,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
6060,1388,1,111,1,3.0,3000.0,232.56,,2026-03-25 08:00:00,system,2026-03-25 08:00:00,system
6061,1388,2,490,1,1.0,1000.0,206.96,,2026-03-25 08:00:00,system,2026-03-25 08:00:00,system
6062,1388,3,1006,6,20.0,360.0,7181.24,,2026-03-25 08:00:00,system,2026-03-25 08:00:00,system
6063,1388,4,1062,6,20.0,360.0,7232.16,,2026-03-25 08:00:00,system,2026-03-25 08:00:00,system
6064,1388,5,798,1,2.0,1000.0,199.36,,2026-03-25 08:00:00,system,2026-03-25 08:00:00,system
6065,1388,6,408,6,13.0,39.0,679.48,,2026-03-25 08:00:00,system,2026-03-25 08:00:00,system
6066,1389,1,489,6,4.0,840.0,45075.76,,2026-02-12 08:00:00,system,2026-02-12 08:00:00,system
6067,1389,2,367,6,14.0,11.2,183.4,,2026-02-12 08:00:00,system,2026-02-12 08:00:00,system
6068,1389,3,471,6,8.0,400.0,10729.79,,2026-02-12 08:00:00,system,2026-02-12 08:00:00,system
6069,1389,4,285,1,6.0,6000.0,207.6,,2026-02-12 08:00:00,system,2026-02-12 08:00:00,system
6070,1389,5,1029,6,11.0,11.0,371.39,,2026-02-12 08:00:00,system,2026-02-12 08:00:00,system
6071,1389,6,1392,1,2.0,4000.0,183.71,,2026-02-12 08:00:00,system,2026-02-12 08:00:00,system
6072,1389,7,1067,6,13.0,13.0,377.5,,2026-02-12 08:00:00,system,2026-02-12 08:00:00,system
6073,1389,8,1169,6,6.0,120.0,2914.78,,2026-02-12 08:00:00,system,2026-02-12 08:00:00,system
6074,1390,1,1471,6,7.0,140.0,4658.41,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
6075,1390,2,1390,1,8.0,4000.0,196.62,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
6076,1390,3,368,6,32.0,32.0,234.08,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
6077,1390,4,1387,6,6.0,330.0,12403.48,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
6078,1391,1,676,6,15.0,750.0,10543.16,,2026-04-25 08:00:00,system,2026-04-25 08:00:00,system
6079,1392,1,221,6,14.0,42.0,761.59,,2026-03-18 08:00:00,system,2026-03-18 08:00:00,system
6080,1392,2,731,6,3.0,630.0,39898.08,,2026-03-18 08:00:00,system,2026-03-18 08:00:00,system
6081,1392,3,754,6,6.0,1080.0,39837.11,,2026-03-18 08:00:00,system,2026-03-18 08:00:00,system
6082,1392,4,100,6,14.0,42.0,739.62,,2026-03-18 08:00:00,system,2026-03-18 08:00:00,system
6083,1392,5,845,6,2.0,420.0,44789.19,,2026-03-18 08:00:00,system,2026-03-18 08:00:00,system
6084,1392,6,61,6,75.0,90.0,305.89,,2026-03-18 08:00:00,system,2026-03-18 08:00:00,system
6085,1393,1,629,6,4.0,220.0,10167.66,,2026-02-26 08:00:00,system,2026-02-26 08:00:00,system
6086,1393,2,1444,6,22.0,66.0,639.94,,2026-02-26 08:00:00,system,2026-02-26 08:00:00,system
6087,1394,1,830,6,4.0,720.0,36783.43,,2026-02-01 08:00:00,system,2026-02-01 08:00:00,system
6088,1394,2,1070,6,4.0,40.0,3734.77,,2026-02-01 08:00:00,system,2026-02-01 08:00:00,system
6089,1395,1,663,6,30.0,600.0,3668.24,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
6090,1395,2,945,6,42.0,126.0,630.57,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
6091,1395,3,1056,6,33.0,16.5,178.19,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
6092,1395,4,30,6,55.0,55.0,249.05,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
6093,1396,1,1321,6,8.0,440.0,16614.44,,2026-06-01 08:00:00,system,2026-06-01 08:00:00,system
6094,1396,2,203,6,42.0,33.6,188.51,,2026-06-01 08:00:00,system,2026-06-01 08:00:00,system
6095,1396,3,1013,6,24.0,120.0,1808.0,,2026-06-01 08:00:00,system,2026-06-01 08:00:00,system
6096,1396,4,627,6,35.0,1050.0,5536.31,,2026-06-01 08:00:00,system,2026-06-01 08:00:00,system
6097,1396,5,743,6,10.0,550.0,10700.11,,2026-06-01 08:00:00,system,2026-06-01 08:00:00,system
6098,1397,1,882,6,14.0,280.0,4023.56,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
