customer_location_id,customer_id,location_code,location_name,contact_person,phone,address_line1,address_line2,city,state,postal_code,country,is_default,location_status,created_date,created_by,updated_date,updated_by
308,151,CUST0151-SHIP-01,Westfield Equipment Manufacturing Primary Ship-To,Vikram Mehta,0253-4108151,"Plot 21, Industrial Estate","Sector 8, Nagpur Business District",Nagpur,Maharashtra,440108,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
309,151,CUST0151-SHIP-02,Westfield Equipment Manufacturing Distribution Hub 2,Vikram Mehta,0253-4108151,"Plot 75, Distribution Hub","Sector 10, Navi Mumbai Logistics District",Navi Mumbai,Maharashtra,400365,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
310,152,CUST0152-SHIP-01,Eastbridge Equipment Traders Primary Ship-To,Siddharth Mehta,0422-4108152,"Plot 22, Logistics Park",,Coimbatore,Tamil Nadu,641111,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
311,152,CUST0152-SHIP-02,Eastbridge Equipment Traders Distribution Hub 2,Siddharth Mehta,0422-4108152,"Plot 78, Distribution Hub","Sector 11, Chennai Logistics District",Chennai,Tamil Nadu,600366,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
312,152,CUST0152-SHIP-03,Eastbridge Equipment Traders Service Centre 3,Siddharth Mehta,0422-4108152,"Plot 79, Service Centre","Sector 12, Coimbatore Logistics District",Coimbatore,Tamil Nadu,641373,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
313,152,CUST0152-SHIP-04,Eastbridge Equipment Traders Industrial Depot 4,Siddharth Mehta,0422-4108152,"Plot 80, Industrial Depot","Sector 1, Chennai Logistics District",Chennai,Tamil Nadu,600380,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
314,153,CUST0153-SHIP-01,Oakstone Auto Distribution Primary Ship-To,Aditya Mehta,040-4108153,"Plot 23, Commercial Zone","Sector 10, Warangal Business District",Warangal,Telangana,506101,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
315,153,CUST0153-SHIP-02,Oakstone Auto Distribution Distribution Hub 2,Aditya Mehta,040-4108153,"Plot 81, Distribution Hub","Sector 12, Warangal Logistics District",Warangal,Telangana,506367,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
316,153,CUST0153-SHIP-03,Oakstone Auto Distribution Service Centre 3,Aditya Mehta,040-4108153,"Plot 82, Service Centre","Sector 1, Hyderabad Logistics District",Hyderabad,Telangana,500374,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
317,154,CUST0154-SHIP-01,Rivercrest Auto Distribution Primary Ship-To,Rahul Mehta,0265-4108154,"Plot 24, Business Park","Sector 11, Surat Business District",Surat,Gujarat,395114,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
318,155,CUST0155-SHIP-01,Highpoint Equipment Manufacturing Primary Ship-To,Neeraj Mehta,0141-4108155,"Plot 25, Industrial Area","Sector 12, Jaipur Business District",Jaipur,Rajasthan,302114,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
319,155,CUST0155-SHIP-02,Highpoint Equipment Manufacturing Distribution Hub 2,Neeraj Mehta,0141-4108155,"Plot 87, Distribution Hub","Sector 2, Jodhpur Logistics District",Jodhpur,Rajasthan,342369,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
320,155,CUST0155-SHIP-03,Highpoint Equipment Manufacturing Service Centre 3,Neeraj Mehta,0141-4108155,"Plot 88, Service Centre","Sector 3, Jaipur Logistics District",Jaipur,Rajasthan,302376,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
321,156,CUST0156-SHIP-01,Fairmont Equipment Traders Primary Ship-To,Amit Mehta,0712-4108156,"Plot 26, Industrial Estate",,Chhatrapati Sambhajinagar,Maharashtra,431139,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
322,157,CUST0157-SHIP-01,Bluefield Engineering Works Primary Ship-To,Aarav Shah,079-4108157,"Plot 27, Logistics Park","Sector 2, Ahmedabad Business District",Ahmedabad,Gujarat,380108,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
323,157,CUST0157-SHIP-02,Bluefield Engineering Works Distribution Hub 2,Aarav Shah,079-4108157,"Plot 93, Distribution Hub","Sector 4, Vadodara Logistics District",Vadodara,Gujarat,390371,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
324,157,CUST0157-SHIP-03,Bluefield Engineering Works Service Centre 3,Aarav Shah,079-4108157,"Plot 94, Service Centre","Sector 5, Surat Logistics District",Surat,Gujarat,395378,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
325,157,CUST0157-SHIP-04,Bluefield Engineering Works Industrial Depot 4,Aarav Shah,079-4108157,"Plot 95, Industrial Depot","Sector 6, Rajkot Logistics District",Rajkot,Gujarat,360385,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
326,158,CUST0158-SHIP-01,Cedarcrest Auto Distribution Primary Ship-To,Ishaan Shah,0836-4108158,"Plot 28, Commercial Zone","Sector 3, Hubballi Business District",Hubballi,Karnataka,580116,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
327,159,CUST0159-SHIP-01,Northgate Equipment Manufacturing Primary Ship-To,Rohan Shah,0832-4108159,"Plot 29, Business Park","Sector 4, Margao Business District",Margao,Goa,403101,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
328,160,CUST0160-SHIP-01,Greenstone Equipment Manufacturing Primary Ship-To,Kunal Shah,0281-4108160,"Plot 30, Industrial Area",,Rajkot,Gujarat,360103,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
329,161,CUST0161-SHIP-01,Primebridge Auto Distribution Primary Ship-To,Nikhil Shah,0141-4108161,"Plot 31, Industrial Estate","Sector 6, Jodhpur Business District",Jodhpur,Rajasthan,342103,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
330,162,CUST0162-SHIP-01,Ironridge Auto Distribution Primary Ship-To,Arjun Shah,0265-4108162,"Plot 32, Logistics Park","Sector 7, Rajkot Business District",Rajkot,Gujarat,360107,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
331,162,CUST0162-SHIP-02,Ironridge Auto Distribution Distribution Hub 2,Arjun Shah,0265-4108162,"Plot 28, Distribution Hub","Sector 9, Surat Logistics District",Surat,Gujarat,395376,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
332,162,CUST0162-SHIP-03,Ironridge Auto Distribution Service Centre 3,Arjun Shah,0265-4108162,"Plot 29, Service Centre","Sector 10, Rajkot Logistics District",Rajkot,Gujarat,360383,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
333,162,CUST0162-SHIP-04,Ironridge Auto Distribution Industrial Depot 4,Arjun Shah,0265-4108162,"Plot 30, Industrial Depot","Sector 11, Ahmedabad Logistics District",Ahmedabad,Gujarat,380390,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
334,163,CUST0163-SHIP-01,Silvercrest Equipment Traders Primary Ship-To,Vikram Shah,040-4108163,"Plot 33, Commercial Zone","Sector 8, Hyderabad Business District",Hyderabad,Telangana,500112,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
335,164,CUST0164-SHIP-01,Maplefield Equipment Traders Primary Ship-To,Siddharth Shah,0712-4108164,"Plot 34, Business Park",,Chhatrapati Sambhajinagar,Maharashtra,431134,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
336,165,CUST0165-SHIP-01,Crestline Auto Distribution Primary Ship-To,Aditya Shah,0512-4108165,"Plot 35, Industrial Area","Sector 10, Lucknow Business District",Lucknow,Uttar Pradesh,226104,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
337,165,CUST0165-SHIP-02,Crestline Auto Distribution Distribution Hub 2,Aditya Shah,0512-4108165,"Plot 37, Distribution Hub","Sector 12, Noida Logistics District",Noida,Uttar Pradesh,201379,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
338,165,CUST0165-SHIP-03,Crestline Auto Distribution Service Centre 3,Aditya Shah,0512-4108165,"Plot 38, Service Centre","Sector 1, Lucknow Logistics District",Lucknow,Uttar Pradesh,226386,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
339,166,CUST0166-SHIP-01,Pinebridge Auto Distribution Primary Ship-To,Rahul Shah,0265-4108166,"Plot 36, Industrial Estate","Sector 11, Vadodara Business District",Vadodara,Gujarat,390113,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
340,166,CUST0166-SHIP-02,Pinebridge Auto Distribution Distribution Hub 2,Rahul Shah,0265-4108166,"Plot 40, Distribution Hub","Sector 1, Surat Logistics District",Surat,Gujarat,395380,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
341,167,CUST0167-SHIP-01,Meadowcrest Auto Distribution Primary Ship-To,Neeraj Shah,0522-4108167,"Plot 37, Logistics Park","Sector 12, Kanpur Business District",Kanpur,Uttar Pradesh,208108,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
342,167,CUST0167-SHIP-02,Meadowcrest Auto Distribution Distribution Hub 2,Neeraj Shah,0522-4108167,"Plot 43, Distribution Hub","Sector 2, Kanpur Logistics District",Kanpur,Uttar Pradesh,208381,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
343,168,CUST0168-SHIP-01,Stonebridge Equipment Traders Primary Ship-To,Amit Shah,0281-4108168,"Plot 38, Commercial Zone",,Ahmedabad,Gujarat,380104,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
344,168,CUST0168-SHIP-02,Stonebridge Equipment Traders Distribution Hub 2,Amit Shah,0281-4108168,"Plot 46, Distribution Hub","Sector 3, Ahmedabad Logistics District",Ahmedabad,Gujarat,380382,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
345,168,CUST0168-SHIP-03,Stonebridge Equipment Traders Service Centre 3,Amit Shah,0281-4108168,"Plot 47, Service Centre","Sector 4, Vadodara Logistics District",Vadodara,Gujarat,390389,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
346,169,CUST0169-SHIP-01,Grandfield Equipment Traders Primary Ship-To,Aarav Kapoor,011-4108169,"Plot 39, Business Park","Sector 2, New Delhi Business District",New Delhi,Delhi,110107,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
347,170,CUST0170-SHIP-01,Harborcrest Engineering Works Primary Ship-To,Ishaan Kapoor,0836-4108170,"Plot 40, Industrial Area","Sector 3, Bengaluru Business District",Bengaluru,Karnataka,560106,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
348,170,CUST0170-SHIP-02,Harborcrest Engineering Works Distribution Hub 2,Ishaan Kapoor,0836-4108170,"Plot 52, Distribution Hub","Sector 5, Mysuru Logistics District",Mysuru,Karnataka,570384,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
349,171,CUST0171-SHIP-01,Redbridge Auto Distribution Primary Ship-To,Rohan Kapoor,0261-4108171,"Plot 41, Industrial Estate","Sector 4, Ahmedabad Business District",Ahmedabad,Gujarat,380112,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
350,171,CUST0171-SHIP-02,Redbridge Auto Distribution Distribution Hub 2,Rohan Kapoor,0261-4108171,"Plot 55, Distribution Hub","Sector 6, Rajkot Logistics District",Rajkot,Gujarat,360385,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
351,172,CUST0172-SHIP-01,Clearfield Equipment Traders Primary Ship-To,Kunal Kapoor,011-4108172,"Plot 42, Logistics Park",,New Delhi,Delhi,110103,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
352,172,CUST0172-SHIP-02,Clearfield Equipment Traders Distribution Hub 2,Kunal Kapoor,011-4108172,"Plot 58, Distribution Hub","Sector 7, New Delhi Logistics District",New Delhi,Delhi,110386,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
353,173,CUST0173-SHIP-01,Westcrest Engineering Works Primary Ship-To,Nikhil Kapoor,011-4108173,"Plot 43, Commercial Zone","Sector 6, New Delhi Business District",New Delhi,Delhi,110104,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
354,174,CUST0174-SHIP-01,Summitfield Equipment Manufacturing Primary Ship-To,Arjun Kapoor,0422-4108174,"Plot 44, Business Park","Sector 7, Chennai Business District",Chennai,Tamil Nadu,600106,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
355,175,CUST0175-SHIP-01,Oakbridge Auto Distribution Primary Ship-To,Vikram Kapoor,0253-4108175,"Plot 45, Industrial Area","Sector 8, Pune Business District",Pune,Maharashtra,411125,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
356,176,CUST0176-SHIP-01,Ridgecrest Engineering Works Primary Ship-To,Siddharth Kapoor,0755-4108176,"Plot 46, Industrial Estate",,Indore,Madhya Pradesh,452100,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
357,177,CUST0177-SHIP-01,Everfield Equipment Manufacturing Primary Ship-To,Aditya Kapoor,020-4108177,"Plot 47, Logistics Park","Sector 10, Navi Mumbai Business District",Navi Mumbai,Maharashtra,400116,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
358,178,CUST0178-SHIP-01,Northcrest Equipment Traders Primary Ship-To,Rahul Kapoor,0291-4108178,"Plot 48, Commercial Zone","Sector 11, Jodhpur Business District",Jodhpur,Rajasthan,342111,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
359,179,CUST0179-SHIP-01,Brightbridge Engineering Works Primary Ship-To,Neeraj Kapoor,0836-4108179,"Plot 49, Business Park","Sector 12, Mysuru Business District",Mysuru,Karnataka,570105,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
360,180,CUST0180-SHIP-01,Lakecrest Equipment Traders Primary Ship-To,Amit Kapoor,0291-4108180,"Plot 50, Industrial Area",,Jodhpur,Rajasthan,342109,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
