product_id,sku,product_name,brand_id,sub_category_id,base_uom_id,pack_type,pack_size,base_quantity_per_pac,viscosity_grade,product_status,created_date,created_by,updated_date,updated_by
1107,NR-GRS-0137,Ridgewell CalciCore NLGI 2 10 KG,7,26,3,Pail,10 KG,10,NLGI 2,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1108,NR-GRS-0138,Millbrook CalciGuard NLGI 2 18 KG,8,26,3,Pail,18 KG,18,NLGI 2,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1109,NR-GRS-0139,Highpoint CalciForce NLGI 2 50 KG,9,26,3,Drum,50 KG,50,NLGI 2,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1110,NR-GRS-0140,Fieldmark CalciLube NLGI 2 180 KG,10,26,3,Drum,180 KG,180,NLGI 2,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1111,NR-GRS-0141,Northmark CalciCore NLGI 3 400 G,1,26,3,Cartridge,400 G,0.4,NLGI 3,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1112,NR-GRS-0142,Ironcrest CalciGuard NLGI 3 500 G,2,26,3,Tub,500 G,0.5,NLGI 3,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1113,NR-GRS-0143,Redstone CalciForce NLGI 3 1 KG,3,26,3,Tub,1 KG,1,NLGI 3,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1114,NR-GRS-0144,Westmark CalciLube NLGI 3 2 KG,4,26,3,Tub,2 KG,2,NLGI 3,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1115,NR-GRS-0145,Crestfield CalciCore NLGI 2 5 KG,5,26,3,Tub,5 KG,5,NLGI 2,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1116,NR-GRS-0146,Stonebridge SpecialGrease NLGI 1 400 G,6,27,3,Cartridge,400 G,0.4,NLGI 1,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1117,NR-GRS-0147,Ridgewell LoadSpecial NLGI 1 500 G,7,27,3,Tub,500 G,0.5,NLGI 1,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1118,NR-GRS-0148,Millbrook MotionGuard NLGI 1 1 KG,8,27,3,Tub,1 KG,1,NLGI 1,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1119,NR-GRS-0149,Highpoint PurposeLube NLGI 1 2 KG,9,27,3,Tub,2 KG,2,NLGI 1,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1120,NR-GRS-0150,Fieldmark SpecialGrease NLGI 2 5 KG,10,27,3,Tub,5 KG,5,NLGI 2,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1121,NR-GRS-0151,Northmark LoadSpecial NLGI 2 10 KG,1,27,3,Pail,10 KG,10,NLGI 2,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1122,NR-GRS-0152,Ironcrest MotionGuard NLGI 2 18 KG,2,27,3,Pail,18 KG,18,NLGI 2,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1123,NR-GRS-0153,Redstone PurposeLube NLGI 2 50 KG,3,27,3,Drum,50 KG,50,NLGI 2,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1124,NR-GRS-0154,Westmark SpecialGrease NLGI 3 180 KG,4,27,3,Drum,180 KG,180,NLGI 3,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1125,NR-GRS-0155,Crestfield LoadSpecial NLGI 3 400 G,5,27,3,Cartridge,400 G,0.4,NLGI 3,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1126,NR-GRS-0156,Stonebridge MotionGuard NLGI 3 500 G,6,27,3,Tub,500 G,0.5,NLGI 3,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1127,NR-GRS-0157,Ridgewell PurposeLube NLGI 3 1 KG,7,27,3,Tub,1 KG,1,NLGI 3,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1128,NR-GRS-0158,Millbrook SpecialGrease NLGI 1 2 KG,8,27,3,Tub,2 KG,2,NLGI 1,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1129,NR-GRS-0159,Highpoint LoadSpecial NLGI 1 5 KG,9,27,3,Tub,5 KG,5,NLGI 1,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1130,NR-GRS-0160,Fieldmark MotionGuard NLGI 1 10 KG,10,27,3,Pail,10 KG,10,NLGI 1,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1131,NR-GRS-0161,Northmark PurposeLube NLGI 1 18 KG,1,27,3,Pail,18 KG,18,NLGI 1,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1132,NR-GRS-0162,Ironcrest SpecialGrease NLGI 2 50 KG,2,27,3,Drum,50 KG,50,NLGI 2,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1133,NR-GRS-0163,Redstone LoadSpecial NLGI 2 180 KG,3,27,3,Drum,180 KG,180,NLGI 2,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1134,NR-GRS-0164,Westmark MotionGuard NLGI 2 400 G,4,27,3,Cartridge,400 G,0.4,NLGI 2,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1135,NR-GRS-0165,Crestfield PurposeLube NLGI 2 500 G,5,27,3,Tub,500 G,0.5,NLGI 2,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1136,NR-GRS-0166,Stonebridge SpecialGrease NLGI 3 1 KG,6,27,3,Tub,1 KG,1,NLGI 3,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1137,NR-GRS-0167,Ridgewell LoadSpecial NLGI 3 2 KG,7,27,3,Tub,2 KG,2,NLGI 3,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1138,NR-GRS-0168,Millbrook MotionGuard NLGI 3 5 KG,8,27,3,Tub,5 KG,5,NLGI 3,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1139,NR-GRS-0169,Highpoint PurposeLube NLGI 3 10 KG,9,27,3,Pail,10 KG,10,NLGI 3,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1140,NR-GRS-0170,Fieldmark SpecialGrease NLGI 1 18 KG,10,27,3,Pail,18 KG,18,NLGI 1,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1141,NR-CMF-0001,Northmark CoolGuard 1 L,1,28,1,Bottle,1 L,1,,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1142,NR-CMF-0002,Ironcrest EngineCool 3 L,2,28,1,Bottle,3 L,3,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1143,NR-CMF-0003,Redstone ThermoCool 5 L,3,28,1,Can,5 L,5,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1144,NR-CMF-0004,Westmark CoolFlow 10 L,4,28,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1145,NR-CMF-0005,Crestfield RadiantCore 20 L,5,28,1,Bucket,20 L,20,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1146,NR-CMF-0006,Stonebridge CoolGuard 55 L,6,28,1,Drum,55 L,55,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1147,NR-CMF-0007,Ridgewell EngineCool 210 L,7,28,1,Barrel,210 L,210,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1148,NR-CMF-0008,Millbrook ThermoCool 1000 L,8,28,1,Bulk,1000 L,1000,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1149,NR-CMF-0009,Highpoint CoolFlow 1 L,9,28,1,Bottle,1 L,1,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1150,NR-CMF-0010,Fieldmark RadiantCore 3 L,10,28,1,Bottle,3 L,3,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1151,NR-CMF-0011,Northmark CoolGuard 5 L,1,28,1,Can,5 L,5,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1152,NR-CMF-0012,Ironcrest EngineCool 10 L,2,28,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1153,NR-CMF-0013,Redstone ThermoCool 20 L,3,28,1,Bucket,20 L,20,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1154,NR-CMF-0014,Westmark CoolFlow 55 L,4,28,1,Drum,55 L,55,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1155,NR-CMF-0015,Crestfield RadiantCore 210 L,5,28,1,Barrel,210 L,210,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1156,NR-CMF-0016,Stonebridge CoolGuard 1000 L,6,28,1,Bulk,1000 L,1000,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1157,NR-CMF-0017,Ridgewell EngineCool 1 L,7,28,1,Bottle,1 L,1,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1158,NR-CMF-0018,Millbrook ThermoCool 3 L,8,28,1,Bottle,3 L,3,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1159,NR-CMF-0019,Highpoint CoolFlow 5 L,9,28,1,Can,5 L,5,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1160,NR-CMF-0020,Fieldmark RadiantCore 10 L,10,28,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1161,NR-CMF-0021,Northmark CoolGuard 20 L,1,28,1,Bucket,20 L,20,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1162,NR-CMF-0022,Ironcrest EngineCool 55 L,2,28,1,Drum,55 L,55,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1163,NR-CMF-0023,Redstone ThermoCool 210 L,3,28,1,Barrel,210 L,210,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1164,NR-CMF-0024,Westmark CoolFlow 1000 L,4,28,1,Bulk,1000 L,1000,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1165,NR-CMF-0025,Crestfield RadiantCore 1 L,5,28,1,Bottle,1 L,1,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1166,NR-CMF-0026,Stonebridge CoolGuard 3 L,6,28,1,Bottle,3 L,3,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1167,NR-CMF-0027,Ridgewell EngineCool 5 L,7,28,1,Can,5 L,5,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1168,NR-CMF-0028,Millbrook ThermoCool 10 L,8,28,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1169,NR-CMF-0029,Highpoint CoolFlow 20 L,9,28,1,Bucket,20 L,20,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1170,NR-CMF-0030,Fieldmark RadiantCore 55 L,10,28,1,Drum,55 L,55,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1171,NR-CMF-0031,Northmark LongLifeCool 5 L,1,29,1,Can,5 L,5,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1172,NR-CMF-0032,Ironcrest EnduraCool 10 L,2,29,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1173,NR-CMF-0033,Redstone LifeGuardCool 20 L,3,29,1,Bucket,20 L,20,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1174,NR-CMF-0034,Westmark ExtendedCool 55 L,4,29,1,Drum,55 L,55,,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1175,NR-CMF-0035,Crestfield LongRunCool 210 L,5,29,1,Barrel,210 L,210,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1176,NR-CMF-0036,Stonebridge LongLifeCool 1000 L,6,29,1,Bulk,1000 L,1000,,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1177,NR-CMF-0037,Ridgewell EnduraCool 1 L,7,29,1,Bottle,1 L,1,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1178,NR-CMF-0038,Millbrook LifeGuardCool 3 L,8,29,1,Bottle,3 L,3,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1179,NR-CMF-0039,Highpoint ExtendedCool 5 L,9,29,1,Can,5 L,5,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1180,NR-CMF-0040,Fieldmark LongRunCool 10 L,10,29,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1181,NR-CMF-0041,Northmark LongLifeCool 20 L,1,29,1,Bucket,20 L,20,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1182,NR-CMF-0042,Ironcrest EnduraCool 55 L,2,29,1,Drum,55 L,55,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1183,NR-CMF-0043,Redstone LifeGuardCool 210 L,3,29,1,Barrel,210 L,210,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1184,NR-CMF-0044,Westmark ExtendedCool 1000 L,4,29,1,Bulk,1000 L,1000,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1185,NR-CMF-0045,Crestfield LongRunCool 1 L,5,29,1,Bottle,1 L,1,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1186,NR-CMF-0046,Stonebridge LongLifeCool 3 L,6,29,1,Bottle,3 L,3,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1187,NR-CMF-0047,Ridgewell EnduraCool 5 L,7,29,1,Can,5 L,5,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1188,NR-CMF-0048,Millbrook LifeGuardCool 10 L,8,29,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1189,NR-CMF-0049,Highpoint ExtendedCool 20 L,9,29,1,Bucket,20 L,20,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1190,NR-CMF-0050,Fieldmark LongRunCool 55 L,10,29,1,Drum,55 L,55,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1191,NR-CMF-0051,Northmark LongLifeCool 210 L,1,29,1,Barrel,210 L,210,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1192,NR-CMF-0052,Ironcrest EnduraCool 1000 L,2,29,1,Bulk,1000 L,1000,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1193,NR-CMF-0053,Redstone LifeGuardCool 1 L,3,29,1,Bottle,1 L,1,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1194,NR-CMF-0054,Westmark ExtendedCool 3 L,4,29,1,Bottle,3 L,3,,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1195,NR-CMF-0055,Crestfield LongRunCool 5 L,5,29,1,Can,5 L,5,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1196,NR-CMF-0056,Stonebridge LongLifeCool 10 L,6,29,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1197,NR-CMF-0057,Ridgewell EnduraCool 20 L,7,29,1,Bucket,20 L,20,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1198,NR-CMF-0058,Millbrook LifeGuardCool 55 L,8,29,1,Drum,55 L,55,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1199,NR-CMF-0059,Highpoint ExtendedCool 210 L,9,29,1,Barrel,210 L,210,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1200,NR-CMF-0060,Fieldmark LongRunCool 1000 L,10,29,1,Bulk,1000 L,1000,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1201,NR-CMF-0061,Northmark ReadyCool 20 L,1,30,1,Bucket,20 L,20,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1202,NR-CMF-0062,Ironcrest PremixGuard 55 L,2,30,1,Drum,55 L,55,,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1203,NR-CMF-0063,Redstone ReadyFlow 210 L,3,30,1,Barrel,210 L,210,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1204,NR-CMF-0064,Westmark InstantCool 1000 L,4,30,1,Bulk,1000 L,1000,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1205,NR-CMF-0065,Crestfield UseReadyCool 1 L,5,30,1,Bottle,1 L,1,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1206,NR-CMF-0066,Stonebridge ReadyCool 3 L,6,30,1,Bottle,3 L,3,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1207,NR-CMF-0067,Ridgewell PremixGuard 5 L,7,30,1,Can,5 L,5,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1208,NR-CMF-0068,Millbrook ReadyFlow 10 L,8,30,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1209,NR-CMF-0069,Highpoint InstantCool 20 L,9,30,1,Bucket,20 L,20,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1210,NR-CMF-0070,Fieldmark UseReadyCool 55 L,10,30,1,Drum,55 L,55,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1211,NR-CMF-0071,Northmark ReadyCool 210 L,1,30,1,Barrel,210 L,210,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1212,NR-CMF-0072,Ironcrest PremixGuard 1000 L,2,30,1,Bulk,1000 L,1000,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1213,NR-CMF-0073,Redstone ReadyFlow 1 L,3,30,1,Bottle,1 L,1,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1214,NR-CMF-0074,Westmark InstantCool 3 L,4,30,1,Bottle,3 L,3,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1215,NR-CMF-0075,Crestfield UseReadyCool 5 L,5,30,1,Can,5 L,5,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1216,NR-CMF-0076,Stonebridge ReadyCool 10 L,6,30,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1217,NR-CMF-0077,Ridgewell PremixGuard 20 L,7,30,1,Bucket,20 L,20,,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1218,NR-CMF-0078,Millbrook ReadyFlow 55 L,8,30,1,Drum,55 L,55,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1219,NR-CMF-0079,Highpoint InstantCool 210 L,9,30,1,Barrel,210 L,210,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1220,NR-CMF-0080,Fieldmark UseReadyCool 1000 L,10,30,1,Bulk,1000 L,1000,,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1221,NR-CMF-0081,Northmark ReadyCool 1 L,1,30,1,Bottle,1 L,1,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1222,NR-CMF-0082,Ironcrest PremixGuard 3 L,2,30,1,Bottle,3 L,3,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1223,NR-CMF-0083,Redstone ReadyFlow 5 L,3,30,1,Can,5 L,5,,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1224,NR-CMF-0084,Westmark InstantCool 10 L,4,30,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1225,NR-CMF-0085,Crestfield UseReadyCool 20 L,5,30,1,Bucket,20 L,20,,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1226,NR-CMF-0086,Stonebridge FreezeGuard 210 L,6,31,1,Barrel,210 L,210,,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1227,NR-CMF-0087,Ridgewell AntifreezeCore 1000 L,7,31,1,Bulk,1000 L,1000,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1228,NR-CMF-0088,Millbrook ColdShield 1 L,8,31,1,Bottle,1 L,1,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1229,NR-CMF-0089,Highpoint FrostProtect 3 L,9,31,1,Bottle,3 L,3,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1230,NR-CMF-0090,Fieldmark WinterGuard 5 L,10,31,1,Can,5 L,5,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1231,NR-CMF-0091,Northmark FreezeGuard 10 L,1,31,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1232,NR-CMF-0092,Ironcrest AntifreezeCore 20 L,2,31,1,Bucket,20 L,20,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1233,NR-CMF-0093,Redstone ColdShield 55 L,3,31,1,Drum,55 L,55,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1234,NR-CMF-0094,Westmark FrostProtect 210 L,4,31,1,Barrel,210 L,210,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1235,NR-CMF-0095,Crestfield WinterGuard 1000 L,5,31,1,Bulk,1000 L,1000,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1236,NR-CMF-0096,Stonebridge FreezeGuard 1 L,6,31,1,Bottle,1 L,1,,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1237,NR-CMF-0097,Ridgewell AntifreezeCore 3 L,7,31,1,Bottle,3 L,3,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1238,NR-CMF-0098,Millbrook ColdShield 5 L,8,31,1,Can,5 L,5,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1239,NR-CMF-0099,Highpoint FrostProtect 10 L,9,31,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1240,NR-CMF-0100,Fieldmark WinterGuard 20 L,10,31,1,Bucket,20 L,20,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1241,NR-CMF-0101,Northmark FreezeGuard 55 L,1,31,1,Drum,55 L,55,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1242,NR-CMF-0102,Ironcrest AntifreezeCore 210 L,2,31,1,Barrel,210 L,210,,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1243,NR-CMF-0103,Redstone ColdShield 1000 L,3,31,1,Bulk,1000 L,1000,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1244,NR-CMF-0104,Westmark FrostProtect 1 L,4,31,1,Bottle,1 L,1,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1245,NR-CMF-0105,Crestfield WinterGuard 3 L,5,31,1,Bottle,3 L,3,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1246,NR-CMF-0106,Stonebridge FreezeGuard 5 L,6,31,1,Can,5 L,5,,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1247,NR-CMF-0107,Ridgewell AntifreezeCore 10 L,7,31,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1248,NR-CMF-0108,Millbrook ColdShield 20 L,8,31,1,Bucket,20 L,20,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1249,NR-CMF-0109,Highpoint FrostProtect 55 L,9,31,1,Drum,55 L,55,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1250,NR-CMF-0110,Fieldmark WinterGuard 210 L,10,31,1,Barrel,210 L,210,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1251,NR-CMF-0111,Northmark RadiatorGuard 1 L,1,32,1,Bottle,1 L,1,,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1252,NR-CMF-0112,Ironcrest RadFlow 3 L,2,32,1,Bottle,3 L,3,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1253,NR-CMF-0113,Redstone CoolingCore 5 L,3,32,1,Can,5 L,5,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1254,NR-CMF-0114,Westmark RadShield 10 L,4,32,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1255,NR-CMF-0115,Crestfield ThermoGuard 20 L,5,32,1,Bucket,20 L,20,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1256,NR-CMF-0116,Stonebridge RadiatorGuard 55 L,6,32,1,Drum,55 L,55,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1257,NR-CMF-0117,Ridgewell RadFlow 210 L,7,32,1,Barrel,210 L,210,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1258,NR-CMF-0118,Millbrook CoolingCore 1000 L,8,32,1,Bulk,1000 L,1000,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1259,NR-CMF-0119,Highpoint RadShield 1 L,9,32,1,Bottle,1 L,1,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1260,NR-CMF-0120,Fieldmark ThermoGuard 3 L,10,32,1,Bottle,3 L,3,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1261,NR-CMF-0121,Northmark RadiatorGuard 5 L,1,32,1,Can,5 L,5,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1262,NR-CMF-0122,Ironcrest RadFlow 10 L,2,32,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1263,NR-CMF-0123,Redstone CoolingCore 20 L,3,32,1,Bucket,20 L,20,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1264,NR-CMF-0124,Westmark RadShield 55 L,4,32,1,Drum,55 L,55,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1265,NR-CMF-0125,Crestfield ThermoGuard 210 L,5,32,1,Barrel,210 L,210,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1266,NR-CMF-0126,Stonebridge RadiatorGuard 1000 L,6,32,1,Bulk,1000 L,1000,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1267,NR-CMF-0127,Ridgewell RadFlow 1 L,7,32,1,Bottle,1 L,1,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1268,NR-CMF-0128,Millbrook CoolingCore 3 L,8,32,1,Bottle,3 L,3,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1269,NR-CMF-0129,Highpoint RadShield 5 L,9,32,1,Can,5 L,5,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1270,NR-CMF-0130,Fieldmark ThermoGuard 10 L,10,32,1,Bucket,10 L,10,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1271,NR-SPF-0001,Northmark CutFlow 20 L,1,33,1,Bucket,20 L,20,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1272,NR-SPF-0002,Ironcrest MetalCut 55 L,2,33,1,Drum,55 L,55,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1273,NR-SPF-0003,Redstone MachCut 180 L,3,33,1,Drum,180 L,180,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1274,NR-SPF-0004,Westmark ToolCool 210 L,4,33,1,Barrel,210 L,210,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1275,NR-SPF-0005,Crestfield CutGuard 1000 L,5,33,1,Bulk,1000 L,1000,,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
