goods_receipt_item_id,goods_receipt_id,purchase_order_item_id,line_number,product_id,batch_code,receipt_uom_id,received_pac_quantity,accepted_pac_quantity,rejected_pac_quantity,received_base_quantity,accepted_base_quantity,rejected_base_quantity,notes,created_date,created_by,updated_date,updated_by
4968,1148,4834,4,1484,B26-P1484-004968,6,2.0,2.0,0.0,110.0,110.0,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
4969,1148,4835,5,35,B26-P0035-004969,6,8.0,8.0,0.0,120.0,120.0,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
4970,1148,4836,6,175,B26-P0175-004970,6,8.0,8.0,0.0,6.4,6.4,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
4971,1148,4837,7,1093,B26-P1093-004971,6,12.0,12.0,0.0,4.8,4.8,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
4972,1148,4838,8,524,B26-P0524-004972,6,4.0,4.0,0.0,60.0,60.0,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
4973,1148,4839,9,233,B26-P0233-004973,6,32.0,32.0,0.0,25.6,25.6,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
4974,1149,4840,1,1135,B26-P1135-004974,6,14.0,14.0,0.0,7.0,7.0,0.0,,2026-02-11 08:00:00,system,2026-02-11 08:00:00,system
4975,1149,4841,2,177,B26-P0177-004975,6,39.0,39.0,0.0,46.8,46.8,0.0,,2026-02-11 08:00:00,system,2026-02-11 08:00:00,system
4976,1149,4842,3,993,B26-P0993-004976,6,24.0,24.0,0.0,48.0,48.0,0.0,,2026-02-11 08:00:00,system,2026-02-11 08:00:00,system
4977,1149,4843,4,246,B26-P0246-004977,6,4.0,4.0,0.0,840.0,840.0,0.0,,2026-02-11 08:00:00,system,2026-02-11 08:00:00,system
4978,1149,4844,5,1095,B26-P1095-004978,6,24.0,24.0,0.0,24.0,24.0,0.0,,2026-02-11 08:00:00,system,2026-02-11 08:00:00,system
4979,1149,4845,6,471,B26-P0471-004979,6,8.0,8.0,0.0,400.0,400.0,0.0,,2026-02-11 08:00:00,system,2026-02-11 08:00:00,system
4980,1149,4846,7,999,B26-P0999-004980,6,90.0,90.0,0.0,36.0,36.0,0.0,,2026-02-11 08:00:00,system,2026-02-11 08:00:00,system
4981,1149,4847,8,194,B26-P0194-004981,6,16.0,16.0,0.0,80.0,80.0,0.0,,2026-02-11 08:00:00,system,2026-02-11 08:00:00,system
4982,1150,4848,1,915,B26-P0915-004982,6,4.0,4.0,0.0,220.0,220.0,0.0,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
4983,1150,4849,2,255,B26-P0255-004983,1,4.0,4.0,0.0,4000.0,4000.0,0.0,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
4984,1150,4850,3,676,B26-P0676-004984,6,15.0,15.0,0.0,750.0,750.0,0.0,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
4985,1150,4851,4,821,B26-P0821-004985,6,39.0,39.0,0.0,117.0,117.0,0.0,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
4986,1150,4852,5,245,B26-P0245-004986,6,2.0,2.0,0.0,360.0,360.0,0.0,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
4987,1150,4853,6,285,B26-P0285-004987,1,4.0,4.0,0.0,4000.0,4000.0,0.0,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
4988,1151,4854,1,1488,B26-P1488-004988,1,8.0,8.0,0.0,8000.0,8000.0,0.0,,2026-06-16 08:00:00,system,2026-06-16 08:00:00,system
4989,1152,4855,1,785,B26-P0785-004989,1,3.0,2.0,1.0,3000.0,2000.0,1000.0,,2026-06-06 08:00:00,system,2026-06-06 08:00:00,system
4990,1152,4856,2,140,B26-P0140-004990,6,3.0,3.0,0.0,150.0,150.0,0.0,,2026-06-06 08:00:00,system,2026-06-06 08:00:00,system
4991,1152,4858,3,895,B26-P0895-004991,6,21.0,21.0,0.0,210.0,210.0,0.0,,2026-06-06 08:00:00,system,2026-06-06 08:00:00,system
4992,1153,4855,1,785,B26-P0785-004992,1,1.0,1.0,0.0,1000.0,1000.0,0.0,,2026-06-09 08:00:00,system,2026-06-09 08:00:00,system
4993,1153,4856,2,140,B26-P0140-004993,6,1.0,1.0,0.0,50.0,50.0,0.0,,2026-06-09 08:00:00,system,2026-06-09 08:00:00,system
4994,1153,4857,3,1313,B26-P1313-004994,6,5.0,5.0,0.0,1050.0,1050.0,0.0,,2026-06-09 08:00:00,system,2026-06-09 08:00:00,system
4995,1153,4858,4,895,B26-P0895-004995,6,14.0,14.0,0.0,140.0,140.0,0.0,,2026-06-09 08:00:00,system,2026-06-09 08:00:00,system
4996,1154,4860,1,1424,B26-P1424-004996,6,6.0,5.0,1.0,90.0,75.0,15.0,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
4997,1155,4860,1,1424,B26-P1424-004997,6,5.0,5.0,0.0,75.0,75.0,0.0,,2026-06-24 08:00:00,system,2026-06-24 08:00:00,system
4998,1156,4861,1,1048,B26-P1048-004998,6,85.0,85.0,0.0,85.0,85.0,0.0,,2026-04-11 08:00:00,system,2026-04-11 08:00:00,system
4999,1156,4862,2,434,B26-P0434-004999,6,32.0,32.0,0.0,480.0,480.0,0.0,,2026-04-11 08:00:00,system,2026-04-11 08:00:00,system
5000,1156,4863,3,212,B26-P0212-005000,6,32.0,32.0,0.0,960.0,960.0,0.0,,2026-04-11 08:00:00,system,2026-04-11 08:00:00,system
5001,1157,4864,1,531,B26-P0531-005001,6,5.0,5.0,0.0,1050.0,1050.0,0.0,,2026-05-18 08:00:00,system,2026-05-18 08:00:00,system
5002,1157,4865,2,33,B26-P0033-005002,6,18.0,17.0,1.0,90.0,85.0,5.0,,2026-05-18 08:00:00,system,2026-05-18 08:00:00,system
5003,1157,4866,3,523,B26-P0523-005003,6,12.0,12.0,0.0,120.0,120.0,0.0,,2026-05-18 08:00:00,system,2026-05-18 08:00:00,system
5004,1158,4867,1,177,B26-P0177-005004,6,5.0,4.0,1.0,6.0,4.8,1.2,,2026-06-09 08:00:00,system,2026-06-09 08:00:00,system
5005,1158,4868,2,202,B26-P0202-005005,1,1.0,1.0,0.0,1000.0,1000.0,0.0,,2026-06-09 08:00:00,system,2026-06-09 08:00:00,system
5006,1158,4869,3,1008,B26-P1008-005006,6,2.0,2.0,0.0,360.0,360.0,0.0,,2026-06-09 08:00:00,system,2026-06-09 08:00:00,system
5007,1158,4870,4,87,B26-P0087-005007,6,7.0,7.0,0.0,70.0,70.0,0.0,,2026-06-09 08:00:00,system,2026-06-09 08:00:00,system
5008,1159,4867,1,177,B26-P0177-005008,6,8.0,8.0,0.0,9.6,9.6,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
5009,1159,4868,2,202,B26-P0202-005009,1,1.0,1.0,0.0,1000.0,1000.0,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
5010,1159,4870,3,87,B26-P0087-005010,6,1.0,1.0,0.0,10.0,10.0,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
5011,1160,4871,1,533,B26-P0533-005011,1,8.0,8.0,0.0,8000.0,8000.0,0.0,,2026-05-10 08:00:00,system,2026-05-10 08:00:00,system
5012,1160,4872,2,134,B26-P0134-005012,6,6.0,6.0,0.0,120.0,120.0,0.0,,2026-05-10 08:00:00,system,2026-05-10 08:00:00,system
5013,1161,4873,1,896,B26-P0896-005013,6,3.0,3.0,0.0,45.0,45.0,0.0,,2026-07-09 08:00:00,system,2026-07-09 08:00:00,system
5014,1161,4874,2,1239,B26-P1239-005014,6,16.0,16.0,0.0,160.0,160.0,0.0,,2026-07-09 08:00:00,system,2026-07-09 08:00:00,system
5015,1162,4873,1,896,B26-P0896-005015,6,3.0,3.0,0.0,45.0,45.0,0.0,,2026-07-11 08:00:00,system,2026-07-11 08:00:00,system
5016,1162,4874,2,1239,B26-P1239-005016,6,13.0,13.0,0.0,130.0,130.0,0.0,,2026-07-11 08:00:00,system,2026-07-11 08:00:00,system
5017,1163,4875,1,398,B26-P0398-005017,6,7.0,6.0,1.0,175.0,150.0,25.0,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
5018,1163,4876,2,76,B26-P0076-005018,6,9.0,8.0,1.0,270.0,240.0,30.0,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
5019,1163,4877,3,158,B26-P0158-005019,6,4.0,4.0,0.0,840.0,840.0,0.0,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
5020,1164,4878,1,403,B26-P0403-005020,6,5.0,5.0,0.0,1050.0,1050.0,0.0,,2026-03-26 08:00:00,system,2026-03-26 08:00:00,system
5021,1164,4879,2,513,B26-P0513-005021,6,12.0,11.0,1.0,360.0,330.0,30.0,,2026-03-26 08:00:00,system,2026-03-26 08:00:00,system
5022,1164,4880,3,155,B26-P0155-005022,6,6.0,6.0,0.0,300.0,300.0,0.0,,2026-03-26 08:00:00,system,2026-03-26 08:00:00,system
5023,1165,4881,1,1193,B26-P1193-005023,6,13.0,13.0,0.0,13.0,13.0,0.0,,2026-01-20 08:00:00,system,2026-01-20 08:00:00,system
5024,1165,4882,2,1168,B26-P1168-005024,6,25.0,25.0,0.0,250.0,250.0,0.0,,2026-01-20 08:00:00,system,2026-01-20 08:00:00,system
5025,1166,4884,1,61,B26-P0061-005025,6,18.0,18.0,0.0,21.6,21.6,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
5026,1166,4885,2,1476,B26-P1476-005026,6,80.0,80.0,0.0,240.0,240.0,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
5027,1166,4886,3,39,B26-P0039-005027,6,8.0,8.0,0.0,400.0,400.0,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
5028,1166,4887,4,713,B26-P0713-005028,6,35.0,35.0,0.0,1050.0,1050.0,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
5029,1166,4888,5,720,B26-P0720-005029,1,2.0,2.0,0.0,4000.0,4000.0,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
5030,1166,4889,6,830,B26-P0830-005030,6,15.0,15.0,0.0,2700.0,2700.0,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
5031,1167,4890,1,1210,B26-P1210-005031,6,4.0,4.0,0.0,220.0,220.0,0.0,,2026-02-25 08:00:00,system,2026-02-25 08:00:00,system
5032,1167,4891,2,412,B26-P0412-005032,6,30.0,30.0,0.0,600.0,600.0,0.0,,2026-02-25 08:00:00,system,2026-02-25 08:00:00,system
5033,1168,4899,1,651,B26-P0651-005033,6,40.0,40.0,0.0,1200.0,1200.0,0.0,,2026-04-08 08:00:00,system,2026-04-08 08:00:00,system
5034,1169,4900,1,288,B26-P0288-005034,6,60.0,60.0,0.0,72.0,72.0,0.0,,2026-05-28 08:00:00,system,2026-05-28 08:00:00,system
5035,1169,4901,2,202,B26-P0202-005035,1,2.0,1.0,1.0,2000.0,1000.0,1000.0,,2026-05-28 08:00:00,system,2026-05-28 08:00:00,system
5036,1169,4902,3,167,B26-P0167-005036,6,35.0,35.0,0.0,700.0,700.0,0.0,,2026-05-28 08:00:00,system,2026-05-28 08:00:00,system
5037,1169,4903,4,193,B26-P0193-005037,6,60.0,60.0,0.0,180.0,180.0,0.0,,2026-05-28 08:00:00,system,2026-05-28 08:00:00,system
5038,1169,4904,5,1117,B26-P1117-005038,6,48.0,48.0,0.0,24.0,24.0,0.0,,2026-05-28 08:00:00,system,2026-05-28 08:00:00,system
5039,1170,4905,1,216,B26-P0216-005039,6,2.0,2.0,0.0,420.0,420.0,0.0,,2026-04-02 08:00:00,system,2026-04-02 08:00:00,system
5040,1170,4906,2,1438,B26-P1438-005040,6,6.0,6.0,0.0,330.0,330.0,0.0,,2026-04-02 08:00:00,system,2026-04-02 08:00:00,system
5041,1170,4907,3,610,B26-P0610-005041,6,28.0,28.0,0.0,420.0,420.0,0.0,,2026-04-02 08:00:00,system,2026-04-02 08:00:00,system
5042,1170,4908,4,79,B26-P0079-005042,6,2.0,2.0,0.0,360.0,360.0,0.0,,2026-04-02 08:00:00,system,2026-04-02 08:00:00,system
5043,1170,4909,5,277,B26-P0277-005043,6,18.0,18.0,0.0,270.0,270.0,0.0,,2026-04-02 08:00:00,system,2026-04-02 08:00:00,system
5044,1171,4912,1,35,B26-P0035-005044,6,6.0,6.0,0.0,90.0,90.0,0.0,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
5045,1171,4913,2,1301,B26-P1301-005045,6,3.0,3.0,0.0,15.0,15.0,0.0,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
5046,1171,4914,3,311,B26-P0311-005046,6,2.0,2.0,0.0,40.0,40.0,0.0,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
5047,1171,4917,4,1476,B26-P1476-005047,6,9.0,8.0,1.0,27.0,24.0,3.0,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
5048,1171,4920,5,340,B26-P0340-005048,6,4.0,4.0,0.0,60.0,60.0,0.0,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
5049,1171,4921,6,885,B26-P0885-005049,6,1.0,1.0,0.0,50.0,50.0,0.0,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
5050,1171,4922,7,291,B26-P0291-005050,6,1.0,1.0,0.0,10.0,10.0,0.0,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
5051,1171,4923,8,1339,B26-P1339-005051,6,6.0,6.0,0.0,330.0,330.0,0.0,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
5052,1171,4924,9,1227,B26-P1227-005052,1,1.0,1.0,0.0,1000.0,1000.0,0.0,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
5053,1172,4910,1,949,B26-P0949-005053,6,22.0,22.0,0.0,440.0,440.0,0.0,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
5054,1172,4911,2,1239,B26-P1239-005054,6,1.0,1.0,0.0,10.0,10.0,0.0,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
5055,1172,4913,3,1301,B26-P1301-005055,6,1.0,1.0,0.0,5.0,5.0,0.0,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
5056,1172,4914,4,311,B26-P0311-005056,6,2.0,1.0,1.0,40.0,20.0,20.0,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
5057,1172,4915,5,696,B26-P0696-005057,1,3.0,2.0,1.0,6000.0,4000.0,2000.0,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
5058,1172,4916,6,109,B26-P0109-005058,6,2.0,2.0,0.0,360.0,360.0,0.0,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
5059,1172,4917,7,1476,B26-P1476-005059,6,12.0,12.0,0.0,36.0,36.0,0.0,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
5060,1172,4918,8,544,B26-P0544-005060,6,3.0,3.0,0.0,540.0,540.0,0.0,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
5061,1172,4920,9,340,B26-P0340-005061,6,1.0,1.0,0.0,15.0,15.0,0.0,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
5062,1172,4921,10,885,B26-P0885-005062,6,1.0,1.0,0.0,50.0,50.0,0.0,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
5063,1172,4922,11,291,B26-P0291-005063,6,2.0,2.0,0.0,20.0,20.0,0.0,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
5064,1172,4923,12,1339,B26-P1339-005064,6,3.0,3.0,0.0,165.0,165.0,0.0,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
5065,1172,4924,13,1227,B26-P1227-005065,1,1.0,1.0,0.0,1000.0,1000.0,0.0,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
5066,1173,4910,1,949,B26-P0949-005066,6,4.0,4.0,0.0,80.0,80.0,0.0,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
5067,1173,4911,2,1239,B26-P1239-005067,6,2.0,2.0,0.0,20.0,20.0,0.0,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
5068,1173,4912,3,35,B26-P0035-005068,6,4.0,4.0,0.0,60.0,60.0,0.0,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
5069,1173,4913,4,1301,B26-P1301-005069,6,6.0,6.0,0.0,30.0,30.0,0.0,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
5070,1173,4914,5,311,B26-P0311-005070,6,1.0,1.0,0.0,20.0,20.0,0.0,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
5071,1173,4915,6,696,B26-P0696-005071,1,1.0,1.0,0.0,2000.0,2000.0,0.0,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
5072,1173,4917,7,1476,B26-P1476-005072,6,3.0,3.0,0.0,9.0,9.0,0.0,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
5073,1173,4920,8,340,B26-P0340-005073,6,6.0,6.0,0.0,90.0,90.0,0.0,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
5074,1173,4922,9,291,B26-P0291-005074,6,1.0,1.0,0.0,10.0,10.0,0.0,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
5075,1174,4925,1,306,B26-P0306-005075,6,33.0,33.0,0.0,39.6,39.6,0.0,,2026-04-01 08:00:00,system,2026-04-01 08:00:00,system
5076,1175,4926,1,466,B26-P0466-005076,6,32.0,32.0,0.0,320.0,320.0,0.0,,2026-02-28 08:00:00,system,2026-02-28 08:00:00,system
5077,1176,4932,1,50,B26-P0050-005077,6,3.0,3.0,0.0,45.0,45.0,0.0,,2026-06-21 08:00:00,system,2026-06-21 08:00:00,system
5078,1177,4933,1,1079,B26-P1079-005078,6,12.0,12.0,0.0,120.0,120.0,0.0,,2026-06-26 08:00:00,system,2026-06-26 08:00:00,system
5079,1177,4934,2,864,B26-P0864-005079,6,70.0,70.0,0.0,210.0,210.0,0.0,,2026-06-26 08:00:00,system,2026-06-26 08:00:00,system
5080,1177,4935,3,1121,B26-P1121-005080,6,24.0,24.0,0.0,240.0,240.0,0.0,,2026-06-26 08:00:00,system,2026-06-26 08:00:00,system
5081,1177,4936,4,718,B26-P0718-005081,1,6.0,6.0,0.0,3000.0,3000.0,0.0,,2026-06-26 08:00:00,system,2026-06-26 08:00:00,system
5082,1178,4937,1,1374,B26-P1374-005082,6,10.0,10.0,0.0,1800.0,1800.0,0.0,,2026-05-12 08:00:00,system,2026-05-12 08:00:00,system
5083,1179,4938,1,1372,B26-P1372-005083,6,2.0,2.0,0.0,100.0,100.0,0.0,,2026-02-03 08:00:00,system,2026-02-03 08:00:00,system
5084,1179,4939,2,1374,B26-P1374-005084,6,2.0,2.0,0.0,360.0,360.0,0.0,,2026-02-03 08:00:00,system,2026-02-03 08:00:00,system
5085,1179,4941,3,755,B26-P0755-005085,6,5.0,5.0,0.0,1050.0,1050.0,0.0,,2026-02-03 08:00:00,system,2026-02-03 08:00:00,system
5086,1179,4942,4,194,B26-P0194-005086,6,17.0,17.0,0.0,85.0,85.0,0.0,,2026-02-03 08:00:00,system,2026-02-03 08:00:00,system
5087,1179,4943,5,315,B26-P0315-005087,6,1.0,1.0,0.0,55.0,55.0,0.0,,2026-02-03 08:00:00,system,2026-02-03 08:00:00,system
5088,1179,4944,6,982,B26-P0982-005088,6,20.0,20.0,0.0,10.0,10.0,0.0,,2026-02-03 08:00:00,system,2026-02-03 08:00:00,system
5089,1179,4945,7,1159,B26-P1159-005089,6,13.0,13.0,0.0,65.0,65.0,0.0,,2026-02-03 08:00:00,system,2026-02-03 08:00:00,system
5090,1179,4946,8,65,B26-P0065-005090,6,8.0,8.0,0.0,120.0,120.0,0.0,,2026-02-03 08:00:00,system,2026-02-03 08:00:00,system
5091,1180,4939,1,1374,B26-P1374-005091,6,6.0,6.0,0.0,1080.0,1080.0,0.0,,2026-02-05 08:00:00,system,2026-02-05 08:00:00,system
5092,1180,4940,2,133,B26-P0133-005092,6,25.0,25.0,0.0,375.0,375.0,0.0,,2026-02-05 08:00:00,system,2026-02-05 08:00:00,system
5093,1180,4942,3,194,B26-P0194-005093,6,7.0,7.0,0.0,35.0,35.0,0.0,,2026-02-05 08:00:00,system,2026-02-05 08:00:00,system
5094,1180,4943,4,315,B26-P0315-005094,6,1.0,0.0,1.0,55.0,0.0,55.0,,2026-02-05 08:00:00,system,2026-02-05 08:00:00,system
5095,1180,4944,5,982,B26-P0982-005095,6,32.0,32.0,0.0,16.0,16.0,0.0,,2026-02-05 08:00:00,system,2026-02-05 08:00:00,system
5096,1180,4945,6,1159,B26-P1159-005096,6,31.0,31.0,0.0,155.0,155.0,0.0,,2026-02-05 08:00:00,system,2026-02-05 08:00:00,system
5097,1180,4946,7,65,B26-P0065-005097,6,16.0,16.0,0.0,240.0,240.0,0.0,,2026-02-05 08:00:00,system,2026-02-05 08:00:00,system
5098,1181,4947,1,1312,B26-P1312-005098,6,8.0,8.0,0.0,1440.0,1440.0,0.0,,2026-04-05 08:00:00,system,2026-04-05 08:00:00,system
5099,1181,4948,2,244,B26-P0244-005099,6,5.0,5.0,0.0,275.0,275.0,0.0,,2026-04-05 08:00:00,system,2026-04-05 08:00:00,system
5100,1182,4949,1,222,B26-P0222-005100,6,11.0,11.0,0.0,55.0,55.0,0.0,,2026-03-31 08:00:00,system,2026-03-31 08:00:00,system
5101,1182,4951,2,102,B26-P0102-005101,6,1.0,1.0,0.0,10.0,10.0,0.0,,2026-03-31 08:00:00,system,2026-03-31 08:00:00,system
5102,1182,4952,3,1336,B26-P1336-005102,6,9.0,9.0,0.0,9.0,9.0,0.0,,2026-03-31 08:00:00,system,2026-03-31 08:00:00,system
5103,1182,4953,4,1317,B26-P1317-005103,1,1.0,1.0,0.0,2000.0,2000.0,0.0,,2026-03-31 08:00:00,system,2026-03-31 08:00:00,system
5104,1182,4954,5,696,B26-P0696-005104,1,5.0,5.0,0.0,10000.0,10000.0,0.0,,2026-03-31 08:00:00,system,2026-03-31 08:00:00,system
5105,1182,4956,6,166,B26-P0166-005105,6,12.0,12.0,0.0,180.0,180.0,0.0,,2026-03-31 08:00:00,system,2026-03-31 08:00:00,system
5106,1182,4957,7,1207,B26-P1207-005106,6,2.0,1.0,1.0,10.0,5.0,5.0,,2026-03-31 08:00:00,system,2026-03-31 08:00:00,system
5107,1182,4958,8,285,B26-P0285-005107,1,3.0,3.0,0.0,3000.0,3000.0,0.0,,2026-03-31 08:00:00,system,2026-03-31 08:00:00,system
5108,1183,4949,1,222,B26-P0222-005108,6,13.0,13.0,0.0,65.0,65.0,0.0,,2026-04-04 08:00:00,system,2026-04-04 08:00:00,system
5109,1183,4950,2,845,B26-P0845-005109,6,3.0,3.0,0.0,630.0,630.0,0.0,,2026-04-04 08:00:00,system,2026-04-04 08:00:00,system
5110,1183,4951,3,102,B26-P0102-005110,6,4.0,4.0,0.0,40.0,40.0,0.0,,2026-04-04 08:00:00,system,2026-04-04 08:00:00,system
5111,1183,4952,4,1336,B26-P1336-005111,6,3.0,3.0,0.0,3.0,3.0,0.0,,2026-04-04 08:00:00,system,2026-04-04 08:00:00,system
5112,1183,4954,5,696,B26-P0696-005112,1,1.0,0.0,1.0,2000.0,0.0,2000.0,,2026-04-04 08:00:00,system,2026-04-04 08:00:00,system
5113,1183,4955,6,1325,B26-P1325-005113,1,6.0,6.0,0.0,12000.0,12000.0,0.0,,2026-04-04 08:00:00,system,2026-04-04 08:00:00,system
5114,1183,4956,7,166,B26-P0166-005114,6,8.0,8.0,0.0,120.0,120.0,0.0,,2026-04-04 08:00:00,system,2026-04-04 08:00:00,system
5115,1183,4957,8,1207,B26-P1207-005115,6,68.0,68.0,0.0,340.0,340.0,0.0,,2026-04-04 08:00:00,system,2026-04-04 08:00:00,system
5116,1183,4958,9,285,B26-P0285-005116,1,1.0,1.0,0.0,1000.0,1000.0,0.0,,2026-04-04 08:00:00,system,2026-04-04 08:00:00,system
5117,1183,4959,10,1330,B26-P1330-005117,6,4.0,4.0,0.0,720.0,720.0,0.0,,2026-04-04 08:00:00,system,2026-04-04 08:00:00,system
5118,1184,4963,1,1375,B26-P1375-005118,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-03-14 08:00:00,system,2026-03-14 08:00:00,system
5119,1184,4964,2,961,B26-P0961-005119,6,18.0,18.0,0.0,180.0,180.0,0.0,,2026-03-14 08:00:00,system,2026-03-14 08:00:00,system
5120,1185,4962,1,1227,B26-P1227-005120,1,6.0,5.0,1.0,6000.0,5000.0,1000.0,,2026-03-18 08:00:00,system,2026-03-18 08:00:00,system
5121,1185,4963,2,1375,B26-P1375-005121,6,2.0,2.0,0.0,420.0,420.0,0.0,,2026-03-18 08:00:00,system,2026-03-18 08:00:00,system
5122,1185,4964,3,961,B26-P0961-005122,6,10.0,10.0,0.0,100.0,100.0,0.0,,2026-03-18 08:00:00,system,2026-03-18 08:00:00,system
5123,1186,4967,1,46,B26-P0046-005123,6,14.0,14.0,0.0,16.8,16.8,0.0,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
5124,1186,4968,2,1337,B26-P1337-005124,6,9.0,9.0,0.0,45.0,45.0,0.0,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
5125,1186,4969,3,210,B26-P0210-005125,6,5.0,5.0,0.0,100.0,100.0,0.0,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
5126,1186,4971,4,246,B26-P0246-005126,6,3.0,3.0,0.0,630.0,630.0,0.0,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
5127,1186,4973,5,429,B26-P0429-005127,6,1.0,1.0,0.0,30.0,30.0,0.0,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
5128,1186,4975,6,1212,B26-P1212-005128,1,1.0,1.0,0.0,1000.0,1000.0,0.0,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
5129,1186,4976,7,671,B26-P0671-005129,6,2.0,1.0,1.0,20.0,10.0,10.0,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
5130,1186,4977,8,983,B26-P0983-005130,6,5.0,5.0,0.0,5.0,5.0,0.0,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
5131,1186,4978,9,151,B26-P0151-005131,6,22.0,22.0,0.0,330.0,330.0,0.0,,2026-06-14 08:00:00,system,2026-06-14 08:00:00,system
5132,1187,4966,1,380,B26-P0380-005132,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
5133,1187,4967,2,46,B26-P0046-005133,6,21.0,21.0,0.0,25.2,25.2,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
5134,1187,4968,3,1337,B26-P1337-005134,6,18.0,18.0,0.0,90.0,90.0,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
5135,1187,4969,4,210,B26-P0210-005135,6,5.0,5.0,0.0,100.0,100.0,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
5136,1187,4971,5,246,B26-P0246-005136,6,2.0,2.0,0.0,420.0,420.0,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
5137,1187,4972,6,354,B26-P0354-005137,6,12.0,12.0,0.0,14.4,14.4,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
5138,1187,4973,7,429,B26-P0429-005138,6,4.0,4.0,0.0,120.0,120.0,0.0,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
